,Review
2577,Can't add trips can't check in can't add boarding passes Air Canada needs to fix
2580,Since I have gotten the app I have been unable to look up my flight reservation due to some error with the app
2582,So far I am finding navigation to be horrible and can't get my boarding pass to load. I had to resort to a web check in.
2583,Very difficult to use and check in doesnt always work
2584,Can't check in. Can't login aeroplan. Basically can't use it.
2585,New app crashes and wont let me add flights or view boarding passes ...
2586,The recent update or so called system migration can be adequately described as from bad to worse...
2587,Last update lost every booking and previous boarding pass.
2589,Useless POS app. Waste of time payment for baggage hung. Hope their planes are better. 1.9 stars. Way to go air Canada development team...ðð¤ª
2591,"Can retrieve booking, can't check in. All happen after the update...."
2592,Doesn't let check-in and won't generate boarding passes
2593,Nothing works! Cant check in and get boarding pass!
2594,Liked the old app...doesn't indicate seat or upgrades/waiting list
2595,Unable to put flight reference number in. Keeps saying issue.
2597,Very not user friendly. No details on trip at all.
2599,cant successfully checkin. Bring back the old app!!!
