REVIEW,SENTIMENT,Module
good but i wish they improve the booking feature. i want something like cheapoair that shows live lowest fares when i hover each date in the calendar.,Positive,Booking Page
"Flawless, really. Added bonus to be able to track the inbound flight that will become your outbound flight!",Positive,Flight Status
Always great service. Accomadating every time I fly with AC.,Positive,User Experience
"works great, a lot of improvements and ease of operation",Positive,User Experience
It's fine but not the best and it would be great if you could save your boarding pass to Google pay,Positive,Boarding
the app makes it easy to track flights.,Positive,Tracking
Usually very easy to use and check in for all my flights,Positive,Check-in
Very easy to use and a very well crafted design.,Positive,User Experience
Excellent tool to stay on top of your flights,Positive,User Experience
"easy to use, like boarding pass access",Positive,Boarding
Very useful app to keep one informed of essential travel information,Positive,User Experience
Great and Easy App to use!!!,Positive,User Experience
Works well and simple to use.,Positive,User Experience
The new app is more user friendly,Positive,User Experience
This app works great for me.,Positive,User Experience
great app. occasional glitches but not bad,Positive,User Experience
Very good airline,Positive,User Experience
Fast and accurate flight information,Positive,Flight Status
"april 1 update, fixed crash issue",Positive,Update
"Good app, info when you need it.",Positive,Flight Status
Very pleasant staff. landing were so smooth without drama,Positive,User Experience
